(U 14, V 3): (RMSE 0.903183081637, MAE 0.696351693726)
(U 14, V 4): (RMSE 0.901134372865, MAE 0.695299307251)
(U 14, V 5): (RMSE 0.901090580019, MAE 0.695126391602)
(U 14, V 6): (RMSE 0.899390060585, MAE 0.694243093872)
(U 14, V 7): (RMSE 0.899246190054, MAE 0.693673709106)
(U 14, V 8): (RMSE 0.89872028498, MAE 0.693036016846)
(U 14, V 9): (RMSE 0.89757101219, MAE 0.692103155518)
(U 14, V 10): (RMSE 0.897869761175, MAE 0.692937890625)
(U 14, V 11): (RMSE 0.897618225302, MAE 0.691999206543)
(U 14, V 12): (RMSE 0.8975949106, MAE 0.692118051147)
(U 14, V 13): (RMSE 0.896852431595, MAE 0.692296011353)
(U 14, V 14): (RMSE 0.896126036431, MAE 0.690864315796)
(U 14, V 15): (RMSE 0.896358777286, MAE 0.691472280884)
(U 14, V 16): (RMSE 0.896819899086, MAE 0.691851242065)
(U 14, V 17): (RMSE 0.895541857143, MAE 0.690619793701)
(U 14, V 18): (RMSE 0.896322675709, MAE 0.690897143555)
(U 14, V 19): (RMSE 0.895937455719, MAE 0.691158868408)
(U 14, V 20): (RMSE 0.895894408612, MAE 0.691159939575)
(U 15, V 1): (RMSE 0.910607276592, MAE 0.70338260498)
(U 15, V 2): (RMSE 0.904534003062, MAE 0.697887167358)
(U 15, V 3): (RMSE 0.901886298412, MAE 0.696177175903)
(U 15, V 4): (RMSE 0.900530881497, MAE 0.694432775879)
(U 15, V 5): (RMSE 0.900004669177, MAE 0.694038235474)
(U 15, V 6): (RMSE 0.898914216257, MAE 0.694032241821)
(U 15, V 7): (RMSE 0.898023695465, MAE 0.693225097656)
(U 15, V 8): (RMSE 0.898066769639, MAE 0.693133581543)
(U 15, V 9): (RMSE 0.898202931335, MAE 0.692854315186)
(U 15, V 10): (RMSE 0.89742800283, MAE 0.692134106445)
(U 15, V 11): (RMSE 0.897572482697, MAE 0.6925784729)
(U 15, V 12): (RMSE 0.896082335981, MAE 0.691684262085)
(U 15, V 13): (RMSE 0.897469636621, MAE 0.69225718689)
(U 15, V 14): (RMSE 0.895855520521, MAE 0.691421829224)
(U 15, V 15): (RMSE 0.896295175092, MAE 0.691875436401)
(U 15, V 16): (RMSE 0.89574448975, MAE 0.691418927002)
(U 15, V 17): (RMSE 0.895359499884, MAE 0.691055993652)
(U 15, V 18): (RMSE 0.895023905685, MAE 0.690668450928)
(U 15, V 19): (RMSE 0.895075296826, MAE 0.690776504517)
(U 15, V 20): (RMSE 0.895099481776, MAE 0.690721536255)
(U 16, V 1): (RMSE 0.912127852128, MAE 0.703952078247)
(U 16, V 2): (RMSE 0.903526028096, MAE 0.696664862061)
(U 16, V 3): (RMSE 0.901632496673, MAE 0.695742718506)
(U 16, V 4): (RMSE 0.900550550128, MAE 0.694287051392)
(U 16, V 5): (RMSE 0.899305131331, MAE 0.694542138672)
(U 16, V 6): (RMSE 0.898884409907, MAE 0.694336459351)
(U 16, V 7): (RMSE 0.89802079161, MAE 0.692699740601)
(U 16, V 8): (RMSE 0.896690917792, MAE 0.692086053467)
(U 16, V 9): (RMSE 0.89685226486, MAE 0.692502642822)
(U 16, V 10): (RMSE 0.897591434167, MAE 0.692681817627)
(U 16, V 11): (RMSE 0.896040097906, MAE 0.691158566284)
(U 16, V 12): (RMSE 0.896107353659, MAE 0.691243304443)
(U 16, V 13): (RMSE 0.896618717807, MAE 0.692076254272)
(U 16, V 14): (RMSE 0.89646016954, MAE 0.691524963379)
(U 16, V 15): (RMSE 0.895551362934, MAE 0.691016867065)
(U 16, V 16): (RMSE 0.895815443514, MAE 0.69123586731)
(U 16, V 17): (RMSE 0.89585651693, MAE 0.690971456909)
(U 16, V 18): (RMSE 0.895569513789, MAE 0.691097467041)
(U 16, V 19): (RMSE 0.895352105295, MAE 0.691062005615)
(U 16, V 20): (RMSE 0.895804698776, MAE 0.691132492065)
(U 17, V 1): (RMSE 0.909367674074, MAE 0.70163840332)
(U 17, V 2): (RMSE 0.903607303228, MAE 0.697485531616)
(U 17, V 3): (RMSE 0.901645290758, MAE 0.695444198608)
(U 17, V 4): (RMSE 0.901397235922, MAE 0.696294223022)
(U 17, V 5): (RMSE 0.899087290497, MAE 0.693491159058)
(U 17, V 6): (RMSE 0.899256722292, MAE 0.693675918579)
(U 17, V 7): (RMSE 0.898239052472, MAE 0.692019607544)
(U 17, V 8): (RMSE 0.897614573867, MAE 0.692698681641)
(U 17, V 9): (RMSE 0.897447113774, MAE 0.691842758179)
(U 17, V 10): (RMSE 0.896961239593, MAE 0.692029943848)
(U 17, V 11): (RMSE 0.896453902328, MAE 0.691688748169)
(U 17, V 12): (RMSE 0.896251573122, MAE 0.692105990601)
(U 17, V 13): (RMSE 0.895991650406, MAE 0.69153788147)
(U 17, V 14): (RMSE 0.896358053804, MAE 0.69136630249)
(U 17, V 15): (RMSE 0.896063274261, MAE 0.690881524658)
(U 17, V 16): (RMSE 0.895743476182, MAE 0.690567672729)
(U 17, V 17): (RMSE 0.8957011131, MAE 0.691159326172)
(U 17, V 18): (RMSE 0.894870538139, MAE 0.690481604004)
(U 17, V 19): (RMSE 0.895131904643, MAE 0.690996743774)
(U 17, V 20): (RMSE 0.895371950742, MAE 0.690599093628)
(U 18, V 1): (RMSE 0.909932265224, MAE 0.70119437561)
(U 18, V 2): (RMSE 0.903848873233, MAE 0.697687664795)
(U 18, V 3): (RMSE 0.900053066808, MAE 0.694787652588)
(U 18, V 4): (RMSE 0.900063589605, MAE 0.694202252197)
(U 18, V 5): (RMSE 0.899043912195, MAE 0.693331781006)
(U 18, V 6): (RMSE 0.898880028583, MAE 0.693377041626)
(U 18, V 7): (RMSE 0.898069347125, MAE 0.693784799194)
(U 18, V 8): (RMSE 0.89678856495, MAE 0.692232803345)
(U 18, V 9): (RMSE 0.897602648802, MAE 0.692232772827)
(U 18, V 10): (RMSE 0.89714263857, MAE 0.691415963745)
(U 18, V 11): (RMSE 0.896323210255, MAE 0.691483770752)
(U 18, V 12): (RMSE 0.895847542394, MAE 0.691208422852)
(U 18, V 13): (RMSE 0.8965329048, MAE 0.691454376221)
(U 18, V 14): (RMSE 0.896161369506, MAE 0.690842126465)
(U 18, V 15): (RMSE 0.895622858443, MAE 0.69081791687)
(U 18, V 16): (RMSE 0.895427754225, MAE 0.691041278076)
(U 18, V 17): (RMSE 0.895205448375, MAE 0.690545199585)
(U 18, V 18): (RMSE 0.89573492298, MAE 0.690959066772)
(U 18, V 19): (RMSE 0.895274585394, MAE 0.690584146118)
(U 18, V 20): (RMSE 0.894759030429, MAE 0.690152053833)
(U 19, V 1): (RMSE 0.910563455045, MAE 0.702468945313)
(U 19, V 2): (RMSE 0.903998108043, MAE 0.697646832275)
(U 19, V 3): (RMSE 0.900557473356, MAE 0.694794580078)
(U 19, V 4): (RMSE 0.899562838028, MAE 0.694374850464)
(U 19, V 5): (RMSE 0.898813094045, MAE 0.693917944336)
(U 19, V 6): (RMSE 0.898140937807, MAE 0.69291781311)
(U 19, V 7): (RMSE 0.897696306017, MAE 0.692380276489)
(U 19, V 8): (RMSE 0.897647043578, MAE 0.692696313477)
(U 19, V 9): (RMSE 0.897841762407, MAE 0.692614682007)
(U 19, V 10): (RMSE 0.896736426305, MAE 0.692281674194)
(U 19, V 11): (RMSE 0.89674177439, MAE 0.691465264893)
(U 19, V 12): (RMSE 0.895918908673, MAE 0.690934231567)
(U 19, V 13): (RMSE 0.896551932708, MAE 0.691856030273)
(U 19, V 14): (RMSE 0.896229464031, MAE 0.691372711182)
(U 19, V 15): (RMSE 0.895321087914, MAE 0.691276303101)
(U 19, V 16): (RMSE 0.895421483196, MAE 0.690834225464)
(U 19, V 17): (RMSE 0.894956063838, MAE 0.690450796509)
(U 19, V 18): (RMSE 0.895549422254, MAE 0.691418237305)
(U 19, V 19): (RMSE 0.894567756488, MAE 0.690300137329)
(U 19, V 20): (RMSE 0.895139904489, MAE 0.690492730713)
(U 20, V 1): (RMSE 0.908383654772, MAE 0.701080618286)
(U 20, V 2): (RMSE 0.902748771048, MAE 0.696051132202)
(U 20, V 3): (RMSE 0.90054105983, MAE 0.695145785522)
(U 20, V 4): (RMSE 0.900058968202, MAE 0.694678494263)
(U 20, V 5): (RMSE 0.899866061947, MAE 0.693967950439)
(U 20, V 6): (RMSE 0.897975665946, MAE 0.692905090332)
(U 20, V 7): (RMSE 0.897127700136, MAE 0.692546575928)
(U 20, V 8): (RMSE 0.898124050281, MAE 0.69319413147)
(U 20, V 9): (RMSE 0.895913971245, MAE 0.691281192017)
(U 20, V 10): (RMSE 0.896258963696, MAE 0.691773434448)
(U 20, V 11): (RMSE 0.895551483907, MAE 0.691790258789)
(U 20, V 12): (RMSE 0.896230793725, MAE 0.691986810303)
(U 20, V 13): (RMSE 0.896122234181, MAE 0.691593606567)
(U 20, V 14): (RMSE 0.896031075824, MAE 0.690922052002)
(U 20, V 15): (RMSE 0.895664504592, MAE 0.690836853027)
(U 20, V 16): (RMSE 0.895657076744, MAE 0.691235897827)
(U 20, V 17): (RMSE 0.895769871178, MAE 0.690891442871)
(U 20, V 18): (RMSE 0.894962275046, MAE 0.690313818359)
(U 20, V 19): (RMSE 0.894961154883, MAE 0.690828198242)
(U 20, V 20): (RMSE 0.894833106139, MAE 0.689998626709)
(U 20, V 16): (RMSE 0.895657076744, MAE 0.691235897827)
(U 20, V 17): (RMSE 0.895769871178, MAE 0.690891442871)
(U 20, V 18): (RMSE 0.894962275046, MAE 0.690313818359)
(U 20, V 19): (RMSE 0.894961154883, MAE 0.690828198242)
(U 20, V 20): (RMSE 0.894833106139, MAE 0.689998626709)
